Locus Tag	gene	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_4039	menA	22.74	21.22	26.59	23.52
SL1344_4040	hslU	82.11	77.09	67.31	75.5
SL1344_4041	hslV	17.54	23.94	20.99	20.83
SL1344_4042	ftsN	49.45	45.46	47.63	47.52
SL1344_4043	cytR	5.77	5.27	8.46	6.5
SL1344_4044	priA	5.25	5.53	5.58	5.45
SL1344_4045	rpmE	357.38	440.69	322.93	373.67
SL1344_4046		15.32	14.68	15.67	15.22
IsrP	IsrP	24.91	38.57	26.94	30.14
SL1344_4047		19.98	17.5	17.49	18.32
SL1344_4048	metJ	255	296.42	299.26	283.56
SL1344_4049	metB	86.92	87.06	90.07	88.02
SL1344_4050	metL	64.97	63.17	72.2	66.78
SL1344_4051		1.57	3.76	3.93	3.09
SL1344_4052		4.23	2.44	4.35	3.67
SL1344_4053		6.26	6.25	7.22	6.58
SL1344_4054		10.14	8.68	8.85	9.22
SL1344_4055	metF	39.56	50.36	48.53	46.15
SL1344_4056	katG	13.05	15.73	16.87	15.22
SL1344_4057	yijF	4.97	5.2	4.84	5.01
SL1344_4058	gldA	12.77	10.53	14.88	12.72
SL1344_4059	talC	16.17	14.28	12.82	14.42
SL1344_4060	ptsA	19.82	17.27	21.27	19.45
SL1344_4061	frwC	4.18	3.5	3.85	3.84
SL1344_4062	frwB	6.16	5.06	7.07	6.1
SL1344_4063	pflD	10.05	8.82	9.61	9.49
SL1344_4064	pflC	26.95	28.91	27.92	27.93
SL1344_4065	frwD	33.51	14.53	19.23	22.43
SL1344_4066	yijO	3.31	6.66	10.19	6.72
SL1344_4068	yijP	25.19	18.07	22.42	21.89
STnc1600	STnc1600	32.19	15.43	13.47	20.36
SL1344_4069	ppc	26.14	25.77	30.95	27.62
SL1344_4070	argE	26.92	26.98	28.51	27.47
SL1344_4071	argC	63.12	59.97	55.04	59.38
SL1344_4072	argB	58.44	54.63	66.11	59.72
SL1344_4073	argH	59.16	57.69	52.63	56.49
OxyS	OxyS	11.93	22.88	73.52	36.11
SL1344_4074	oxyR	111.19	93.34	126.28	110.27
SL1344_4075	udhA	15.09	16.01	18.32	16.47
SL1344_4076	yijC	67.86	79.94	87.32	78.38
SL1344_4077	yijD	98.07	112.82	113.47	108.12
SL1344_4078	trmA	31.49	30.68	27.78	29.98
SL1344_4079	btuB	22.4	22.05	23.5	22.65
SL1344_4080	murI	43.69	59.65	49.42	50.92
SL1344_4081	murB	28.49	33.1	29.9	30.5
SL1344_4082	birA	31.33	29.19	32.94	31.15
SL1344_4083	coaA	8	4.55	8.93	7.16
SL1344_4084		3.26	1.56	3.27	2.7
tRNA_45	tRNA_45	5883.48	6195.39	5097.41	5725.42
tRNA_46	tRNA_46	9342.97	7897.06	9008.42	8749.49
tRNA_47	tRNA_47	9850.03	10964.2	4377.62	8397.28
tRNA_48	tRNA_48	894.71	867.62	1478.31	1080.22
SL1344_4085	tufB	397	421.75	371.28	396.68
SL1344_4086	secE	297.1	301.74	304.32	301.05
SL1344_4087	nusG	319.38	303.71	293.45	305.51
SL1344_4088	rplK	954.21	984.8	962.82	967.28
SL1344_4089	rplA	1050.61	1116.89	1113.64	1093.71
SL1344_4090	rplJ	1355.01	1361.49	1287.56	1334.69
SL1344_4091	rplL	2852.83	2797.82	2854.82	2835.15
SL1344_4092	rpoB	182.15	183.88	175.91	180.65
SL1344_4093	rpoC	133.52	129.8	116.16	126.49
SL1344_4094		4.36	5.85	5.26	5.16
SL1344_4095		1.64	2.35	4.39	2.79
SL1344_4096	sseK1	8.37	7.75	10.46	8.86
SL1344_4097		20.97	18.67	47.15	28.93
SL1344_4098	thiH	4.47	3.34	6.49	4.77
SL1344_4099	thiG	6.58	3.51	6.12	5.4
SL1344_4100	thiS	0	1.35	0.94	0.76
SL1344_4101	thiF	8.55	7.84	4.73	7.04
SL1344_4102	thiE	5.32	5.1	3.27	4.56
SL1344_4103	thiC	6.99	7.69	8.06	7.58
STnc1460	STnc1460	788.4	847.33	1631.1	1088.95
SL1344_4104	rsd	29.44	19.37	22.8	23.87
SL1344_4105	nudC	15.3	14.32	15.37	15
SL1344_4106	hemE	23.82	28.17	30.84	27.61
SL1344_4107	nfi	21.41	12.07	16.3	16.59
SL1344_4108	yjaG	58.24	57.66	51.78	55.9
SL1344_4109	hupA	369.67	478.49	477.74	441.97
SL1344_4110	yjaH	51.69	61.65	51.51	54.95
SL1344_4111	zraP	2.48	4.75	1.24	2.82
SL1344_4112	hydH	11.9	14.88	19.17	15.32
SL1344_4113	hydG	28.7	24.86	32.17	28.58
SL1344_4114	purD	11.14	16.34	13.02	13.5
SL1344_4115	purH	29.42	28.72	31.57	29.9
SL1344_4116	yjaB	24.49	28.42	20.28	24.4
SL1344_4117	metA	14.86	17.44	10.56	14.28
SL1344_4118	aceB	4.93	4.89	5.07	4.96
SL1344_4119	aceA	4.32	4.76	5.35	4.81
SL1344_4120	aceK	8.04	15.11	8.94	10.7
SL1344_4121		0	3.73	3.91	2.55
SL1344_4122	iclR	9.57	5.57	7.32	7.49
SL1344_4123	metH	12.47	9.82	11.11	11.13
SL1344_4124	yjbB	23.35	21	25.21	23.19
SL1344_4125	pepE	7.36	5.09	7.39	6.61
SL1344_4126		5.58	8.02	3.73	5.78
SL1344_4127		26.65	22.54	18.2	22.46
SL1344_4128	yjbC	33.38	28.28	34.94	32.2
SL1344_4129	yjbD	19.67	24.82	18.03	20.84
SL1344_4130		2.69	1.72	3.21	2.54
SL1344_4131		3.48	5.56	4.92	4.66
SL1344_4132		3.88	8.38	1.95	4.74
SL1344_4133		13	4.75	8.7	8.82
SL1344_4134		9.31	4.91	4.68	6.3
SL1344_4135		2.26	3.71	3.57	3.18
SL1344_4136		3.12	2.56	1.49	2.39
SL1344_4137		1.01	0.73	1.69	1.14
SL1344_4138		0.78	2.26	0.53	1.19
SL1344_4139		4.19	5.59	5.97	5.25
SL1344_4140	gtrBb	7.88	5.52	8.12	7.18
SL1344_4141	gtrAb	7.78	7.45	6.94	7.39
SL1344_4142		7.41	2.24	4.7	4.79
SL1344_4143		4.59	2.59	2.35	3.18
SL1344_4144		0	1.29	4.51	1.93
SL1344_4145		4.73	5.67	4.35	4.92
SL1344_4146		3.47	2.29	3.12	2.96
SL1344_4147		4.44	2.56	5.95	4.32
SL1344_4148		3.23	5.15	3.96	4.11
SL1344_4149		4.74	2.65	4.49	3.96
SL1344_4150		0	0	0.96	0.32
SL1344_4151		0.62	0	0.41	0.34
SL1344_4152		4.48	10.32	5.41	6.74
SL1344_4153		0.47	3.57	2.49	2.18
SL1344_4154		3.93	4.7	4.6	4.41
SL1344_4155		24.35	22.57	32.61	26.51
SL1344_4156	lysC	7.31	10.41	10.21	9.31
SL1344_4157	pgi	23.06	23.09	23.67	23.27
SL1344_4158	yjbE	3.49	7.81	3.12	4.81
SL1344_4159	yjbF	4.64	6.06	4.24	4.98
SL1344_4160	yjbG	1.53	3.3	3.07	2.63
SL1344_4161	yjbH	13.84	13.27	11.7	12.94
SL1344_4162	yjbA	57.71	48.08	65.32	57.03
SL1344_4163	malG	5.38	9.1	5.3	6.59
SL1344_4164	malF	3.47	3.15	2.44	3.02
SL1344_4166	malE	7.75	6.76	7.86	7.46
SL1344_4167	malK	5.08	5.11	4.42	4.87
SL1344_4168	lamB	10.79	7.95	8.47	9.07
SL1344_4169	malM	7.37	11.78	7.82	8.99
STnc2130	STnc2130	9.39	6	0	5.13
SL1344_4170	ubiC	23.8	33.68	28.84	28.78
SL1344_4171	ubiA	24.23	24.46	25.74	24.81
SL1344_4172	plsB	23.63	25.44	31.02	26.69
SL1344_4173	dgkA	13.78	25.68	21.52	20.33
SL1344_4174	lexA	393.3	393.92	585.03	457.42
SL1344_4175	dinF	131.58	120.44	170.66	140.89
SL1344_4176	yjbJ	425.14	384.65	342.5	384.1
SL1344_4177	zur	50.32	39.32	56.76	48.8
SL1344_4178		25.59	22.26	24.33	24.06
SL1344_4179	yjbN	22.58	20.29	25.13	22.67
SL1344_4180	pspG	231.62	256.31	391.56	293.16
STnc880	STnc880	411.65	630.04	589.98	543.89
SL1344_4181	qor	6.59	7.42	7.87	7.29
SL1344_4182	dnaB	36.43	38.74	36.25	37.14
SL1344_4183	alr-b	11.75	15.27	15.38	14.13
SL1344_4184	tyrB	16.53	13.58	13.6	14.57
SL1344_4185	aphA	19.75	17.8	19.84	19.13
SL1344_4186	yjbQ	18.96	29.21	21.76	23.31
SL1344_4187	yjbR	11.08	20.48	14.3	15.29
SL1344_4188		7.5	10.39	3.35	7.08
SL1344_4189		6.81	4.15	5.8	5.59
SL1344_4190	uvrA	139.38	126.07	130.05	131.83
SL1344_4191		9.71	9.31	6.5	8.51
SL1344_4192	ssb	227.45	214.99	213.15	218.53
SL1344_4193	siiA	13.82	11.11	14.32	13.08
SL1344_4194	siiB	12.58	14.98	11.69	13.08
SL1344_4195	siiC	8.76	6.76	7.01	7.51
SL1344_4196	siiD	7.72	5.07	6.06	6.28
SL1344_4197	siiE	17.17	17.86	16.81	17.28
SL1344_4198	siiF	4.23	6.01	6.39	5.54
SL1344_4199	yjcB	189.44	221.97	261.09	224.17
SL1344_4200	yjcC	4.22	5.06	6.01	5.1
SL1344_4201	soxS	26.16	35.11	32.11	31.13
SL1344_4202	soxR	32.59	26.53	21.82	26.98
SraL	SraL	692.07	541.96	356.99	530.34
SL1344_4203		18.97	21.42	16.38	18.92
SL1344_4204	yjcD	26.72	26.62	33.69	29.01
SL1344_4205	yjcE	8.9	10.66	11.92	10.49
SL1344_4206		13.02	12.18	11.69	12.3
SL1344_4207		3.43	3.95	1.38	2.92
SL1344_4208		2.86	2.35	5.2	3.47
SL1344_4209	actP	5.12	7.2	7.55	6.63
SL1344_4210	yjcH	8.07	11.18	6.61	8.62
SL1344_4211	acs	11.65	8.41	7.71	9.26
SL1344_4212		1.93	11.1	9.04	7.36
SL1344_4213	nrfA	4.51	2.82	3.94	3.76
SL1344_4214	nrfB	2.99	3.82	5.33	4.04
SL1344_4215	nrfC	2.52	3.22	2.81	2.85
SL1344_4216	nrfD	2.36	0.85	5.52	2.91
SL1344_4217	nrfE	9.13	7.66	4.84	7.21
SL1344_4218	nrfG	4.54	3.05	2.74	3.44
SL1344_4219	gltP	23.22	22.67	28.22	24.7
SL1344_4220	yjcO	16.6	19.44	25.31	20.45
SL1344_4221	SC4B5.11c	20.73	17.36	19.15	19.08
SL1344_4223	lpxO	8.69	10.11	12.67	10.49
SL1344_4224	phnO	19.47	16.18	20.86	18.83
SL1344_4225	phnB	15.89	18.29	16.6	16.93
SL1344_4226	phnA	150.5	157.98	117.1	141.86
SL1344_4227	proP	78.76	90.6	84.25	84.54
SL1344_4228	basS	6.84	7.57	7.76	7.39
SL1344_4229	basR	26.99	19	24.56	23.52
SL1344_4230	yjdB	6.51	5.09	5.74	5.78
SL1344_4231	adiC	4.85	4.65	6.21	5.23
SL1344_4232	adiY	7.03	4.61	6.44	6.03
SL1344_4233	adi	2.11	1.9	2.49	2.17
SL1344_4234	melR	6.65	5.21	6.48	6.11
SL1344_4235	melA	2.49	2.39	3.9	2.93
SL1344_4236	melB	1.97	2.45	4.48	2.97
SL1344_4237	fumB	5.82	5.25	7.68	6.25
SL1344_4238	dcuB	4.2	4.43	5.63	4.76
SL1344_4239		2.12	2.03	6.38	3.51
SL1344_4240	dcuR	12.93	15.02	8.66	12.2
SL1344_4241	dcuS	15.54	13.24	16.77	15.18
SL1344_4242		3.59	2.56	2.72	2.96
SL1344_4243		6.75	3.88	4.52	5.05
SL1344_4244		2.55	3.84	3.66	3.35
SL1344_4245		2.59	2.89	3.47	2.98
SL1344_4246		1.21	0.96	1.75	1.31
SL1344_4247		5.6	4.77	5.63	5.33
STnc440	STnc440	3731.94	4613.91	4389.64	4245.16
SL1344_4248		1.05	5.02	6.31	4.13
SL1344_4249		6.55	7.54	7.89	7.33
SL1344_4250	rtsB	2.94	8.47	4.6	5.34
SL1344_4251	rtsA	0.97	1.54	2.8	1.77
SL1344_4252		0	0	0	0
SL1344_4253		56.72	58.98	61.79	59.16
SL1344_4254		32.12	24.75	48.01	34.96
SL1344_4255	phoN	67.79	75.04	57.68	66.84
SL1344_4256		4.2	2.02	4.22	3.48
SL1344_4257		4.48	3.58	5	4.36
SL1344_4258		19.51	9.76	15.34	14.87
SL1344_4259	yjdC	17.63	15.5	13.12	15.42
SL1344_4260	dipZ	3.14	4.12	3.1	3.46
SL1344_4261	cutA	4.06	7.78	11.41	7.75
SL1344_4262	dcuA	10.94	11.63	9.72	10.76
SL1344_4263	aspA	74.93	76.53	69.35	73.6
SL1344_4264	fxsA	12.03	17.3	22.71	17.35
SL1344_4265	yjeH	8.85	10.88	15.96	11.9
SL1344_4266	groES	191.3	202.74	176.37	190.14
SL1344_4267	groEL	64.85	66.11	67.95	66.3
SL1344_4268	yjeI	97.18	98.25	114.89	103.44
SL1344_4269	yjeJ	34.18	34.03	37.63	35.28
SL1344_4270	yjeK	21.1	22.33	21.1	21.51
SL1344_4271	efp	133.36	137.87	120.96	130.73
SL1344_4272	ecnA	3.2	13.81	16.07	11.03
SL1344_4273	ecnB	609.61	528.94	372.03	503.53
SL1344_4274	ecnR	2.88	4.14	6.1	4.37
SL1344_4275	sugE	32.87	44.29	49.38	42.18
SL1344_4276	blc	9.51	9.63	8.85	9.33
SL1344_4277	frdD	14.91	10.53	14.18	13.21
SL1344_4278	frdC	12.83	17.09	22.44	17.46
SL1344_4279	frdB	29.93	29.43	28.52	29.29
SL1344_4280	frdA	23.45	22.63	23.5	23.19
SL1344_4281	yjeA	19.6	20.73	31.27	23.87
SL1344_4282	yjeM	7.31	6.29	10.92	8.18
SL1344_4283	yjeO	57.41	50.74	64.87	57.67
SL1344_4284	yjeP	7.17	6.21	5.77	6.38
SL1344_4285	psd	20.08	23.15	31.56	24.93
SL1344_4286	yjeQ	38.48	43.41	34.88	38.92
SL1344_4287	orn	31.01	35.18	35.99	34.06
SL1344_4288		12.94	9.12	13.51	11.86
SL1344_4288A	yjeV	0	5.09	0	1.7
SL1344_4289	yjeS	33.88	31.06	36.1	33.68
SL1344_4290	yjeF	32.23	29.67	42.18	34.69
SL1344_4291	yjeE	28.1	31.63	36.41	32.05
SL1344_4292	amiB	35.02	26.41	32.74	31.39
SL1344_4293	mutL	66.01	69.25	72.55	69.27
SL1344_4294	miaA	304.19	300.14	357.15	320.49
SL1344_4295	hfq	441.69	444.48	409.04	431.73
SL1344_4296	hflX	377.6	346.17	314.13	345.97
SL1344_4297	hflK	171.14	174.36	187.55	177.68
SL1344_4298	hflC	267.07	264.64	227.67	253.13
SL1344_4299	purA	400.35	378.4	365.57	381.44
SL1344_4300	nsrR	109.35	90.85	119.37	106.52
SL1344_4301	rnr	82.6	81.51	87.41	83.84
SL1344_4302	yjfH	49.32	55.41	51.6	52.11
SL1344_4303	yjfI	1.39	2.67	4.67	2.91
SL1344_4304	yjfJ	2.06	3.45	2.75	2.75
SL1344_4305		3.69	3.28	3.17	3.38
SL1344_4306	yjfK	2.47	3.16	2.21	2.62
SL1344_4307	yjfL	1.42	4.07	1.9	2.46
SL1344_4308	yjfM	5.3	8.89	5.62	6.6
SL1344_4309	yjfC	7.99	8.36	6.32	7.56
SL1344_4310	aidB	6.77	7.82	8.37	7.66
SL1344_4311	yjfN	518.42	522.31	354.21	464.98
SL1344_4312	yjfO	75.54	73.32	68.69	72.52
SL1344_4313	yjfP	8.65	5.77	6.3	6.9
SL1344_4314	yjfQ	14.55	14.66	11.74	13.65
SL1344_4315	yjfR	2.65	3.55	1.77	2.66
SL1344_4316	sgaT	2.42	2.32	2.16	2.3
SL1344_4317	sgaB	0	2.66	4.95	2.53
SL1344_4318	ptxA	3.64	5.24	0.41	3.1
SL1344_4319	sgaH	3.03	5.4	3.48	3.97
SL1344_4320	sgaU	4.29	3.16	5.52	4.32
SL1344_4321	sgaE	6.57	6.69	7.42	6.89
SL1344_4322	yjfY	13.31	13.75	8.92	11.99
SL1344_4323		1.37	1.31	0	0.89
SL1344_4324	rpsF	367.94	424.51	479.85	424.1
SL1344_4325	priB	885.33	1001.81	624.66	837.27
SL1344_4326	rpsR	388.36	443.68	480.22	437.42
SL1344_4327	rplI	798.55	794.41	657.79	750.25
SL1344_4328	yifZ	18.25	14.58	19.55	17.46
SL1344_4329	ytfB	25.73	22.96	26.73	25.14
SL1344_4330	fklB	31.91	30.59	35.9	32.8
SL1344_4331	cycA	19.19	23.76	30.92	24.62
SL1344_4332	ytfE	5.53	7.75	8.55	7.28
SL1344_4333	ytfF	9.05	10.07	10.16	9.76
SL1344_4334	ytfG	1.33	1.27	1.33	1.31
SL1344_4335	ytfH	8.76	13.99	20.52	14.42
SL1344_4336	cpdB	4.35	5.98	5.05	5.12
SL1344_4337	cysQ	18.65	22.99	24.47	22.03
SL1344_4338	ytfJ	11.12	19.39	9.14	13.22
SL1344_4339	ytfK	505.89	546.59	530.09	527.52
SL1344_4340	ytfL	32.3	29.35	29.77	30.47
SL1344_4341	msrA	21.63	20.74	24.83	22.4
SL1344_4342	ytfM	28.77	23.53	30.58	27.62
SL1344_4343	ytfN	25.04	23.08	26.45	24.86
SL1344_4344	ytfP	50.76	75.35	84.43	70.18
SL1344_4345		2.33	3.58	1.87	2.59
SL1344_4346		2.18	0.7	1.78	1.55
SL1344_4347	ppa	74.4	82.53	72.59	76.51
SL1344_4348	fbp	18.06	19.21	18.52	18.6
SL1344_4349	mpl	29.82	22.52	31.05	27.79
SL1344_4350	iolR	13.19	10.05	12.45	11.9
SL1344_4351	iolT1	5.76	7.29	10.32	7.79
SL1344_4352	iolT2	3.14	4.14	3.41	3.56
STnc2160	STnc2160	17.88	8.57	8.98	11.81
SL1344_4353	iolB	6.27	4.01	8.86	6.38
SL1344_4354	iolA	2.62	2.33	2.51	2.49
SL1344_4354A		0	0	0	0
SL1344_4355		1.71	1.31	1.6	1.54
SL1344_4356	iolE	0.93	1.79	1.46	1.39
SL1344_4357	iolG1	5.02	7.49	7.1	6.53
SL1344_4358	srfJ	2.31	2.41	1.12	1.95
SL1344_4359	iolI1	6.42	5.19	8.38	6.66
SL1344_4360		1.69	0.23	1.94	1.29
SL1344_4361	iolC	2.47	1.39	1.75	1.87
SL1344_4362	iolD	2.02	2.91	1.94	2.29
SL1344_4363	iolG2	1.65	2.91	4.98	3.18
SL1344_4364		6.89	7.05	7.08	7.01
SL1344_4365	iolI2	7.95	8.95	12.03	9.64
SL1344_4366	iolH	11.47	9.77	10.24	10.5
SL1344_4367	yjgA	103.77	95.56	106.11	101.81
SL1344_4368	pmbA	18.75	20.97	19.67	19.8
SL1344_4369	cybC	26.27	25.18	24.92	25.46
SL1344_4369A		7.77	11.17	15.61	11.52
SL1344_4370		2.5	1.6	2.23	2.11
SL1344_4371		1.56	7.46	3.65	4.22
SL1344_4372		3.73	7.15	2.5	4.46
SL1344_4373		4.72	4.18	4.37	4.42
SL1344_4374		0.87	2.93	1.76	1.86
SL1344_4375		4.97	5	4	4.66
SL1344_4376		4.79	3.14	3.21	3.71
SL1344_4377		6.85	4.74	6.37	5.99
SL1344_4378		5.3	6.92	5.42	5.88
SL1344_4379	relB	109.4	85.91	71.7	89.01
SL1344_4380	relE	104.13	104.58	100.94	103.22
SL1344_4381	nrdG	4.86	4.07	5.28	4.74
SL1344_4382	nrdD	6.59	7.58	6.62	6.93
SL1344_4383		16.57	14.3	12.2	14.36
SL1344_4384	treC	6.48	6.54	7.88	6.96
SL1344_4385	treB	27.03	24.96	26.62	26.2
SL1344_4386	treR	7.44	10.83	5.97	8.08
SL1344_4387	mgtA	32.97	33.3	41.23	35.83
SL1344_4388		14.52	17.56	10.15	14.08
SL1344_4389	yjgF	37.21	44.07	46.42	42.57
SL1344_4390	pyrI	1.22	0	1.23	0.82
SL1344_4391	pyrB	1.2	1.44	1.41	1.35
SL1344_4392	pyrL	2.79	8.02	18.67	9.83
SL1344_4393		2.89	3.32	2.32	2.84
SL1344_4394		3.41	2.69	4.57	3.56
SL1344_4395		2.24	0.54	3.01	1.93
SL1344_4396		1.21	2.03	1.62	1.62
SL1344_4397		1.39	0.66	2.16	1.4
SL1344_4398	yjgK	8.72	5.38	8.35	7.48
SL1344_4399	argI	8.7	6.45	8.27	7.81
SL1344_4400	yjgD	37.24	46.73	31.74	38.57
SL1344_4401	miaE	6.59	6.65	11.85	8.36
SL1344_4402	ytgA	23.09	23.79	21.64	22.84
SL1344_4403	yjgM	20.72	16.1	29.25	22.02
SL1344_4404	yjgN	7.12	7.28	9.53	7.98
SL1344_4405	valS	42.91	38.59	42.94	41.48
SL1344_4406	holC	47.68	59.12	43	49.94
SL1344_4407	pepA	26.47	23.95	24.21	24.88
SL1344_4408		108.88	61.26	171.17	113.77
SL1344_4409	yjgP	67.09	75.82	91.76	78.23
SL1344_4410	yjgQ	47.12	45.42	57.35	49.96
SL1344_4411	idnR	3.1	1.35	2.46	2.3
SL1344_4412	idnT	4.62	2.66	5.57	4.28
SL1344_4413	idnO	1.47	0.71	2.47	1.55
SL1344_4414	idnD	1.37	2.88	1.65	1.96
SL1344_4415	idnK	4.25	9.17	8.54	7.32
SL1344_4416	yjgB	18.24	10.86	7.4	12.17
tRNA_49	tRNA_49	2340.18	2703.5	1960.5	2334.73
SL1344_4417		8.38	4.02	3.51	5.3
SL1344_4418		11.7	11.45	13.47	12.2
SL1344_4419		27.05	28.67	27.65	27.79
SL1344_4420		11.08	9.46	10.5	10.35
SL1344_4421		15.56	15.9	14.32	15.26
SL1344_4422		32.59	30.92	28.26	30.59
SL1344_4423		37.95	37.12	33.54	36.2
SL1344_4424		4.75	4.41	5.33	4.83
SL1344_4425		8.59	8.45	8.39	8.48
SL1344_4426		26.67	19.74	16.92	21.11
SL1344_4427		48.19	34.99	34.15	39.11
SL1344_4427A		8.25	2.97	4.15	5.12
SL1344_4429	yeeN	90.13	103.17	93.39	95.56
SL1344_4430	yjhP	6.04	5.79	6.24	6.03
SL1344_4431		16.44	13.66	17.61	15.9
SL1344_4432		6.02	6.22	3.72	5.32
SL1344_4433		21.02	18.32	21.75	20.36
SL1344_4434		48.85	46.53	32.5	42.63
SL1344_4435		10.39	12.89	13.09	12.12
SL1344_4436		5.01	6.01	8.11	6.38
SL1344_4437	uxuR	124.25	124.35	148.34	132.32
SL1344_4438	trpS2	6.12	6.66	8.94	7.24
IsrQ	IsrQ	6.75	22.64	18.07	15.82
SL1344_4439		5.56	5.33	4.96	5.28
SL1344_4440		14.52	13.92	14.8	14.42
SL1344_4441		14.58	8.83	13.36	12.26
SL1344_4442	yjiE	9.62	8.33	7.89	8.61
SL1344_4443	iadA	3.6	3.92	4.83	4.12
SL1344_4444	yjiG	1.22	2.34	1.23	1.6
SL1344_4445	yjiH	2.52	1.21	1.12	1.62
SL1344_4445A		2.34	5.31	7.26	4.97
SL1344_4446	yjiJ	5.95	6.84	8.92	7.24
SL1344_4447	yjiN	5.54	7.86	9.05	7.48
SL1344_4448	yjiO	8.85	5.87	11.85	8.86
SL1344_4449		14.77	11.53	10.99	12.43
SL1344_4450		7.81	7.69	8.4	7.97
SL1344_4451		0	1.89	0	0.63
SL1344_4452	yjiS	20.61	24.7	33.35	26.22
SL1344_4453		0.4	1.54	0.81	0.92
SL1344_4454	symE	4.24	2.44	3.41	3.36
STnc1470	STnc1470	353.97	328.4	899.67	527.35
SL1344_4455	hsdS	4	5.37	6.02	5.13
SL1344_4456	hsdM	12.23	9.35	12.23	11.27
SL1344_4457	hsdR	3.69	3.92	3.65	3.76
SL1344_4458	mrr	9.86	12.11	12.59	11.52
SL1344_4459		240.44	222.98	274.03	245.81
SL1344_4460		117.51	133.22	136.14	128.96
SL1344_4461	yjiA	5.89	3.39	6.71	5.33
SL1344_4462	yjiX	24.97	17.29	26.01	22.76
SL1344_4463	cstAb	4.85	3.39	7.11	5.11
SL1344_4464	tsr	16.45	22.11	15.56	18.04
SL1344_4465		4.89	6.54	6.34	5.93
SL1344_4466		8.68	5.12	5.36	6.39
SL1344_4467		3.67	4.1	6.14	4.63
SL1344_4468		5.42	3.81	7.26	5.5
SL1344_4469		5.05	5.17	6.54	5.59
SL1344_4470		2.39	4.33	3.73	3.48
SL1344_4471		10.6	6.95	11.2	9.58
SL1344_4472	mdoB	15.93	14.29	18.76	16.33
SL1344_4473	yjjA	44.6	35.14	31.5	37.08
SL1344_4474	dnaC	38.98	36.64	34.03	36.55
SL1344_4475	dnaT	50.17	54.1	59.13	54.47
SL1344_4476		4.17	7.99	4.39	5.52
SL1344_4477	yjjP	12.06	12.75	11.8	12.2
SL1344_4478	yjjQ	0.78	2.61	1.3	1.56
SL1344_4479	bglJ	3.76	2.4	3.64	3.27
SL1344_4480		63.34	60.72	57.24	60.43
SL1344_4481	fhuF	80.06	87.04	95.74	87.61
SL1344_4482		13.5	19.79	20.74	18.01
SL1344_4483		337.75	350.11	326.05	337.97
tRNA_50	tRNA_50	7042.61	6444.47	4241.78	5909.62
SL1344_4484	rsmC	31.78	22.85	29.9	28.18
SL1344_4485	holD	87.65	88.98	89.34	88.66
SL1344_4486	rimI	42.31	52.07	54.55	49.64
SL1344_4487	yjjG	93.19	113.67	106.42	104.43
SL1344_4488	prfC	51.23	55.74	50.44	52.47
SL1344_4489	osmY	47.93	45.51	42.49	45.31
SL1344_4490	yjjU	9.97	9.31	11.78	10.35
SL1344_4491	yjjV	12.02	12.23	12.69	12.31
SL1344_4492	yjjW	1.96	2.82	1.53	2.1
SL1344_4493	yjjI	3.64	1.75	3.66	3.01
SL1344_4494	deoC	55.84	66.74	59.63	60.74
SL1344_4495	deoA	36.22	28.8	38.95	34.65
SL1344_4496	deoB	166.74	154.55	164.7	161.99
SL1344_4497	deoD	52.1	62.72	66.1	60.31
SL1344_4498	stjA	9.85	16.05	17.15	14.35
SL1344_4499	stjB	4.44	5.38	4.46	4.76
SL1344_4500	stjC	2.73	1.74	1.22	1.89
SL1344_4501		5.72	3.53	5.75	5
SL1344_4502		4.09	5.88	5.47	5.15
SL1344_4503	lplA	9.43	12.49	14.48	12.13
SL1344_4504	smp	4.81	3.35	6.74	4.97
SL1344_4505	serB	21.24	32.92	26.69	26.95
SL1344_4506	radA	21.4	24.03	27.84	24.42
SL1344_4507	nadR	40.49	42.46	42.39	41.78
SL1344_4508	yjjK	45.11	44.87	41.41	43.8
SL1344_4509	slt	24.98	21.08	28.58	24.88
SL1344_4510	trpR	54.43	54.67	39.34	49.48
SL1344_4511	yjjX	10.39	6.29	9.52	8.73
SL1344_4512	gpmB	21.77	25.04	28.57	25.12
SL1344_4513	rob	72.28	72.09	70.97	71.78
SL1344_4514	creA	36.32	39.96	50.24	42.17
SL1344_4515	creB	59.27	54.87	62.68	58.94
SL1344_4516	creC	20.91	20.92	19.23	20.35
SL1344_4517	creD	8.77	9.01	8.81	8.86
SL1344_4518	sthE	3.63	2.74	2.78	3.05
SL1344_4519	sthD	2.02	0.48	1.02	1.17
SL1344_4520	sthB	3.77	4.15	4.24	4.05
SL1344_4521	sthA	2.89	2.77	5.25	3.63
SL1344_4522		12.4	7.43	7.61	9.15
SL1344_4523		21.41	20.93	23.05	21.79
SL1344_4523A		14.11	8.66	17.01	13.26
SL1344_4525	arcA	398.49	395.22	442	411.9
SL1344_4526	yjjY	10.06	13.5	6.74	10.1
SL1344_4527	lasT	3.7	7.08	6.87	5.88
PK-repZ	PK-repZ	1961.95	1490.64	1307.27	1586.62
SL1344_P2_0001	repY	515.26	582.91	386.64	494.94
SL1344_P2_0002	repZ	156.86	160.51	173.52	163.63
SL1344_P2_0003	yacA	679.53	642.42	567.2	629.72
SL1344_P2_0004	yacB	362.85	251.76	358.4	324.34
SL1344_P2_0005	yacC	461.34	425.72	368.75	418.6
